"","...1","family","father","mother","midparentHeight","children","childNum","sex","childHeight"
"521",521,"119",69,62,67.98,5,1,"male",73
"522",522,"119",69,62,67.98,5,2,"male",71
"523",523,"119",69,62,67.98,5,3,"male",71
"524",524,"119",69,62,67.98,5,4,"male",69
"525",525,"119",69,62,67.98,5,5,"female",63
"526",526,"120",69.5,62,68.23,11,1,"male",72
"527",527,"120",69.5,62,68.23,11,2,"male",70
"528",528,"120",69.5,62,68.23,11,3,"male",67.8
"529",529,"120",69.5,62,68.23,11,4,"female",65.2
"530",530,"120",69.5,62,68.23,11,5,"female",64.7
"531",531,"120",69.5,62,68.23,11,6,"female",64.5
"532",532,"120",69.5,62,68.23,11,7,"female",63.5
"533",533,"120",69.5,62,68.23,11,8,"female",63.5
"534",534,"120",69.5,62,68.23,11,9,"female",62.5
"535",535,"120",69.5,62,68.23,11,10,"female",62
"536",536,"120",69.5,62,68.23,11,11,"female",61.5
"537",537,"121",69,62.5,68.25,8,1,"male",71
"538",538,"121",69,62.5,68.25,8,2,"male",70
"539",539,"121",69,62.5,68.25,8,3,"male",70
"540",540,"121",69,62.5,68.25,8,4,"male",69
"541",541,"121",69,62.5,68.25,8,5,"female",63.5
"542",542,"121",69,62.5,68.25,8,6,"female",62.5
"543",543,"121",69,62.5,68.25,8,7,"female",62.5
"544",544,"121",69,62.5,68.25,8,8,"female",62
"545",545,"122",69,62,67.98,4,1,"male",72
"546",546,"122",69,62,67.98,4,2,"male",68
"547",547,"122",69,62,67.98,4,3,"female",66
"548",548,"122",69,62,67.98,4,4,"female",66
"549",549,"123",69.5,61,67.69,5,1,"male",70
"550",550,"123",69.5,61,67.69,5,2,"male",69.5
"551",551,"123",69.5,61,67.69,5,3,"male",69
"552",552,"123",69.5,61,67.69,5,4,"female",63
"553",553,"123",69.5,61,67.69,5,5,"female",62
"554",554,"124",69,61,67.44,9,1,"male",68
"555",555,"124",69,61,67.44,9,2,"male",68
"556",556,"124",69,61,67.44,9,3,"male",67.5
"557",557,"124",69,61,67.44,9,4,"male",64
"558",558,"124",69,61,67.44,9,5,"male",63
"559",559,"124",69,61,67.44,9,6,"male",63
"560",560,"124",69,61,67.44,9,7,"female",63.5
"561",561,"124",69,61,67.44,9,8,"female",62
"562",562,"124",69,61,67.44,9,9,"female",62
"563",563,"125",69,60,66.9,3,1,"male",70.5
"564",564,"125",69,60,66.9,3,2,"female",68
"565",565,"125",69,60,66.9,3,3,"female",62.5
"566",566,"126",69,60,66.9,4,1,"male",69
"567",567,"126",69,60,66.9,4,2,"male",66
"568",568,"126",69,60,66.9,4,3,"female",61.7
"569",569,"126",69,60,66.9,4,4,"female",60.5
"570",570,"127",69,60.5,67.17,1,1,"male",69.5
"571",571,"128",68.7,70.5,72.42,2,1,"male",71
"572",572,"128",68.7,70.5,72.42,2,2,"female",61.7
"573",573,"129",68.5,67,70.43,3,1,"male",73
"574",574,"129",68.5,67,70.43,3,2,"male",71
"575",575,"129",68.5,67,70.43,3,3,"female",67
"576",576,"130",68.5,66.5,70.16,11,1,"male",70
"577",577,"130",68.5,66.5,70.16,11,2,"male",69
"578",578,"130",68.5,66.5,70.16,11,3,"male",69
"579",579,"130",68.5,66.5,70.16,11,4,"male",68.7
"580",580,"130",68.5,66.5,70.16,11,5,"male",68.5
"581",581,"130",68.5,66.5,70.16,11,6,"male",68.5
"582",582,"130",68.5,66.5,70.16,11,7,"male",68
"583",583,"130",68.5,66.5,70.16,11,8,"male",68
"584",584,"130",68.5,66.5,70.16,11,9,"male",68
"585",585,"130",68.5,66.5,70.16,11,10,"male",66.2
"586",586,"130",68.5,66.5,70.16,11,11,"female",63.2
"587",587,"131",68,65,69.1,2,1,"male",67.5
"588",588,"131",68,65,69.1,2,2,"male",66
"589",589,"132",68,65.5,69.37,2,1,"male",66
"590",590,"132",68,65.5,69.37,2,2,"female",64
"591",591,"133",68,65.5,69.37,7,1,"male",71.7
"592",592,"133",68,65.5,69.37,7,2,"male",71.5
"593",593,"133",68,65.5,69.37,7,3,"male",70.7
"594",594,"133",68,65.5,69.37,7,4,"male",65.5
"595",595,"133",68,65.5,69.37,7,5,"female",66.5
"596",596,"133",68,65.5,69.37,7,6,"female",65.2
"597",597,"133",68,65.5,69.37,7,7,"female",61.5
"598",598,"134",68,65,69.1,4,1,"male",72
"599",599,"134",68,65,69.1,4,2,"male",72
"600",600,"134",68,65,69.1,4,3,"female",68
"601",601,"134",68,65,69.1,4,4,"female",66
"602",602,"135",68.5,65,69.35,8,1,"male",69.2
"603",603,"135",68.5,65,69.35,8,2,"male",68
"604",604,"135",68.5,65,69.35,8,3,"male",66
"605",605,"135",68.5,65,69.35,8,4,"male",66
"606",606,"135",68.5,65,69.35,8,5,"female",62
"607",607,"135",68.5,65,69.35,8,6,"female",61.5
"608",608,"135",68.5,65,69.35,8,7,"female",61
"609",609,"135",68.5,65,69.35,8,8,"female",60
"610",610,"136A",68.5,65,69.35,8,1,"male",72
"611",611,"136A",68.5,65,69.35,8,2,"male",70.5
"612",612,"136A",68.5,65,69.35,8,3,"male",68.7
"613",613,"136A",68.5,65,69.35,8,4,"male",68.5
"614",614,"136A",68.5,65,69.35,8,5,"male",67.7
"615",615,"136A",68.5,65,69.35,8,6,"female",64
"616",616,"136A",68.5,65,69.35,8,7,"female",63.5
"617",617,"136A",68.5,65,69.35,8,8,"female",63
"618",618,"136",68,64,68.56,10,1,"male",71
"619",619,"136",68,64,68.56,10,2,"male",68
"620",620,"136",68,64,68.56,10,3,"male",68
"621",621,"136",68,64,68.56,10,4,"male",67
"622",622,"136",68,64,68.56,10,5,"female",65
"623",623,"136",68,64,68.56,10,6,"female",64
"624",624,"136",68,64,68.56,10,7,"female",63
"625",625,"136",68,64,68.56,10,8,"female",63
"626",626,"136",68,64,68.56,10,9,"female",62
"627",627,"136",68,64,68.56,10,10,"female",61
"628",628,"137",68,64,68.56,4,1,"male",66
"629",629,"137",68,64,68.56,4,2,"male",63
"630",630,"137",68,64,68.56,4,3,"female",65.5
"631",631,"137",68,64,68.56,4,4,"female",62
"632",632,"138",68,64,68.56,5,1,"male",71.2
"633",633,"138",68,64,68.56,5,2,"male",71.2
"634",634,"138",68,64,68.56,5,3,"male",69
"635",635,"138",68,64,68.56,5,4,"male",68.5
"636",636,"138",68,64,68.56,5,5,"female",62.5
"637",637,"139",68,64.5,68.83,1,1,"female",62
"638",638,"140",68,64,68.56,10,1,"male",69
"639",639,"140",68,64,68.56,10,2,"male",67
"640",640,"140",68,64,68.56,10,3,"male",66
"641",641,"140",68,64,68.56,10,4,"female",66
"642",642,"140",68,64,68.56,10,5,"female",66
"643",643,"140",68,64,68.56,10,6,"female",65
"644",644,"140",68,64,68.56,10,7,"female",65
"645",645,"140",68,64,68.56,10,8,"female",65
"646",646,"140",68,64,68.56,10,9,"female",64
"647",647,"140",68,64,68.56,10,10,"female",63
"648",648,"141",68,63,68.02,8,1,"male",70.5
"649",649,"141",68,63,68.02,8,2,"male",70
"650",650,"141",68,63,68.02,8,3,"male",68
"651",651,"141",68,63,68.02,8,4,"male",66
"652",652,"141",68,63,68.02,8,5,"male",66
"653",653,"141",68,63,68.02,8,6,"female",66
"654",654,"141",68,63,68.02,8,7,"female",62
"655",655,"141",68,63,68.02,8,8,"female",61.5
"656",656,"142",68.5,63.5,68.54,4,1,"male",73.5
"657",657,"142",68.5,63.5,68.54,4,2,"male",70
"658",658,"142",68.5,63.5,68.54,4,3,"male",69.5
"659",659,"142",68.5,63.5,68.54,4,4,"female",65.5
"660",660,"143",68,63,68.02,1,1,"male",67
"661",661,"144",68,63,68.02,4,1,"male",70
"662",662,"144",68,63,68.02,4,2,"male",68
"663",663,"144",68,63,68.02,4,3,"female",64.5
"664",664,"144",68,63,68.02,4,4,"female",64
"665",665,"145",68,63,68.02,8,1,"male",71
"666",666,"145",68,63,68.02,8,2,"male",68
"667",667,"145",68,63,68.02,8,3,"male",66
"668",668,"145",68,63,68.02,8,4,"male",65.5
"669",669,"145",68,63,68.02,8,5,"male",65
"670",670,"145",68,63,68.02,8,6,"female",63
"671",671,"145",68,63,68.02,8,7,"female",62
"672",672,"145",68,63,68.02,8,8,"female",62
"673",673,"146",68,63,68.02,6,1,"male",67
"674",674,"146",68,63,68.02,6,2,"male",67
"675",675,"146",68,63,68.02,6,3,"male",66
"676",676,"146",68,63,68.02,6,4,"female",64
"677",677,"146",68,63,68.02,6,5,"female",63.5
"678",678,"146",68,63,68.02,6,6,"female",61
"679",679,"147",68.5,63.5,68.54,1,1,"male",68.2
"680",680,"148",68,63,68.02,1,1,"male",70
"681",681,"149",68.2,63.5,68.39,5,1,"male",70
"682",682,"149",68.2,63.5,68.39,5,2,"male",69
"683",683,"149",68.2,63.5,68.39,5,3,"male",67
"684",684,"149",68.2,63.5,68.39,5,4,"male",65.5
"685",685,"149",68.2,63.5,68.39,5,5,"female",64.5
"686",686,"150",68,62.5,67.75,1,1,"male",68.5
"687",687,"151",68.7,62,67.83,2,1,"male",67.7
"688",688,"151",68.7,62,67.83,2,2,"female",61.7
"689",689,"152",68,62.5,67.75,1,1,"male",66.5
"690",690,"153",68,61,66.94,5,1,"male",68.5
"691",691,"153",68,61,66.94,5,2,"male",68
"692",692,"153",68,61,66.94,5,3,"male",64
"693",693,"153",68,61,66.94,5,4,"female",63.5
"694",694,"153",68,61,66.94,5,5,"female",63
"695",695,"154",68,60.2,66.508,1,1,"male",66.7
"696",696,"155",68,60,66.4,7,1,"male",64
"697",697,"155",68,60,66.4,7,2,"female",61
"698",698,"155",68,60,66.4,7,3,"female",61
"699",699,"155",68,60,66.4,7,4,"female",60
"700",700,"155",68,60,66.4,7,5,"female",60
"701",701,"155",68,60,66.4,7,6,"female",60
"702",702,"155",68,60,66.4,7,7,"female",56
"703",703,"156",68,60,66.4,4,1,"male",67.5
"704",704,"156",68,60,66.4,4,2,"male",67
"705",705,"156",68,60,66.4,4,3,"male",66.5
"706",706,"156",68,60,66.4,4,4,"female",60
"707",707,"157",68.5,59,66.11,1,1,"male",69
"708",708,"158",68,59,65.86,10,1,"male",68
"709",709,"158",68,59,65.86,10,2,"male",65
"710",710,"158",68,59,65.86,10,3,"male",64.7
"711",711,"158",68,59,65.86,10,4,"male",64
"712",712,"158",68,59,65.86,10,5,"male",64
"713",713,"158",68,59,65.86,10,6,"male",63
"714",714,"158",68,59,65.86,10,7,"female",65
"715",715,"158",68,59,65.86,10,8,"female",65
"716",716,"158",68,59,65.86,10,9,"female",62
"717",717,"158",68,59,65.86,10,10,"female",61
"718",718,"159",67,66.2,69.248,5,1,"male",72.7
"719",719,"159",67,66.2,69.248,5,2,"male",72.7
"720",720,"159",67,66.2,69.248,5,3,"male",71.5
"721",721,"159",67,66.2,69.248,5,4,"female",65.5
"722",722,"159",67,66.2,69.248,5,5,"female",63.5
"723",723,"160",67,66.5,69.41,1,1,"male",71
"724",724,"161",67,66,69.14,8,1,"male",73
"725",725,"161",67,66,69.14,8,2,"male",71
"726",726,"161",67,66,69.14,8,3,"male",70.7
"727",727,"161",67,66,69.14,8,4,"male",70
"728",728,"161",67,66,69.14,8,5,"male",69
"729",729,"161",67,66,69.14,8,6,"female",68
"730",730,"161",67,66,69.14,8,7,"female",65.5
"731",731,"161",67,66,69.14,8,8,"female",62
"732",732,"162",67,65,68.6,6,1,"male",69.7
"733",733,"162",67,65,68.6,6,2,"male",67.5
"734",734,"162",67,65,68.6,6,3,"female",65.5
"735",735,"162",67,65,68.6,6,4,"female",65
"736",736,"162",67,65,68.6,6,5,"female",64.5
"737",737,"162",67,65,68.6,6,6,"female",63.5
"738",738,"163",67,65.5,68.87,5,1,"male",70
"739",739,"163",67,65.5,68.87,5,2,"male",69
"740",740,"163",67,65.5,68.87,5,3,"female",65.5
"741",741,"163",67,65.5,68.87,5,4,"female",65.5
"742",742,"163",67,65.5,68.87,5,5,"female",63
"743",743,"164",67,65.5,68.87,4,1,"male",70
"744",744,"164",67,65.5,68.87,4,2,"male",67.7
"745",745,"164",67,65.5,68.87,4,3,"female",63
"746",746,"164",67,65.5,68.87,4,4,"female",60
"747",747,"165",67,65,68.6,3,1,"male",65
"748",748,"165",67,65,68.6,3,2,"female",62
"749",749,"165",67,65,68.6,3,3,"female",62
"750",750,"166",67.5,65,68.85,11,1,"male",71
"751",751,"166",67.5,65,68.85,11,2,"male",69
"752",752,"166",67.5,65,68.85,11,3,"female",64
"753",753,"166",67.5,65,68.85,11,4,"female",64
"754",754,"166",67.5,65,68.85,11,5,"female",63
"755",755,"166",67.5,65,68.85,11,6,"female",63
"756",756,"166",67.5,65,68.85,11,7,"female",63
"757",757,"166",67.5,65,68.85,11,8,"female",63
"758",758,"166",67.5,65,68.85,11,9,"female",63
"759",759,"166",67.5,65,68.85,11,10,"female",62.5
"760",760,"166",67.5,65,68.85,11,11,"female",62
"761",761,"167",67,64,68.06,4,1,"male",71.5
"762",762,"167",67,64,68.06,4,2,"male",70
"763",763,"167",67,64,68.06,4,3,"male",67
"764",764,"167",67,64,68.06,4,4,"male",67
"765",765,"168",67,63.5,67.79,8,1,"male",71
"766",766,"168",67,63.5,67.79,8,2,"male",70.2
"767",767,"168",67,63.5,67.79,8,3,"male",69.2
"768",768,"168",67,63.5,67.79,8,4,"male",68.5
"769",769,"168",67,63.5,67.79,8,5,"male",68
"770",770,"168",67,63.5,67.79,8,6,"male",67
"771",771,"168",67,63.5,67.79,8,7,"male",65.5
"772",772,"168",67,63.5,67.79,8,8,"female",63.5
"773",773,"169",67,63,67.52,3,1,"male",69
"774",774,"169",67,63,67.52,3,2,"male",68
"775",775,"169",67,63,67.52,3,3,"female",63
"776",776,"170",67.5,62,67.23,5,1,"male",70
"777",777,"170",67.5,62,67.23,5,2,"male",69.5
"778",778,"170",67.5,62,67.23,5,3,"male",69
"779",779,"170",67.5,62,67.23,5,4,"male",68.5
"780",780,"170",67.5,62,67.23,5,5,"female",66
"781",781,"171",67,61,66.44,1,1,"male",67
"782",782,"172",66,67,69.18,8,1,"male",70.5
"783",783,"172",66,67,69.18,8,2,"male",70.5
"784",784,"172",66,67,69.18,8,3,"male",67
"785",785,"172",66,67,69.18,8,4,"male",66
"786",786,"172",66,67,69.18,8,5,"male",66
"787",787,"172",66,67,69.18,8,6,"female",62
"788",788,"172",66,67,69.18,8,7,"female",62
"789",789,"172",66,67,69.18,8,8,"female",61.5
"790",790,"173",66,67,69.18,9,1,"male",72
"791",791,"173",66,67,69.18,9,2,"male",65
"792",792,"173",66,67,69.18,9,3,"male",65
"793",793,"173",66,67,69.18,9,4,"female",67
"794",794,"173",66,67,69.18,9,5,"female",64
"795",795,"173",66,67,69.18,9,6,"female",64
"796",796,"173",66,67,69.18,9,7,"female",62
"797",797,"173",66,67,69.18,9,8,"female",60
"798",798,"173",66,67,69.18,9,9,"female",60
"799",799,"174",66,66,68.64,5,1,"male",66
"800",800,"174",66,66,68.64,5,2,"male",65
"801",801,"174",66,66,68.64,5,3,"female",67
"802",802,"174",66,66,68.64,5,4,"female",66.5
"803",803,"174",66,66,68.64,5,5,"female",65.5
"804",804,"175",66,66,68.64,6,1,"male",72
"805",805,"175",66,66,68.64,6,2,"male",68
"806",806,"175",66,66,68.64,6,3,"female",66
"807",807,"175",66,66,68.64,6,4,"female",65
"808",808,"175",66,66,68.64,6,5,"female",62
"809",809,"175",66,66,68.64,6,6,"female",61
"810",810,"176",66.5,65,68.35,8,1,"male",68.7
"811",811,"176",66.5,65,68.35,8,2,"male",68.5
"812",812,"176",66.5,65,68.35,8,3,"male",66.5
"813",813,"176",66.5,65,68.35,8,4,"male",64.5
"814",814,"176",66.5,65,68.35,8,5,"female",62.5
"815",815,"176",66.5,65,68.35,8,6,"female",60.5
"816",816,"176",66.5,65,68.35,8,7,"female",60.5
"817",817,"176",66.5,65,68.35,8,8,"female",57.5
"818",818,"177",66,65.5,68.37,5,1,"male",72
"819",819,"177",66,65.5,68.37,5,2,"male",71
"820",820,"177",66,65.5,68.37,5,3,"male",67
"821",821,"177",66,65.5,68.37,5,4,"female",66
"822",822,"177",66,65.5,68.37,5,5,"female",65
"823",823,"178",66,63,67.02,1,1,"male",70
"824",824,"179",66,63.5,67.29,2,1,"female",64.5
"825",825,"179",66,63.5,67.29,2,2,"female",62
"826",826,"180",66.5,63,67.27,6,1,"male",67.2
"827",827,"180",66.5,63,67.27,6,2,"male",67
"828",828,"180",66.5,63,67.27,6,3,"male",65
"829",829,"180",66.5,63,67.27,6,4,"female",65
"830",830,"180",66.5,63,67.27,6,5,"female",65
"831",831,"180",66.5,63,67.27,6,6,"female",63
"832",832,"181",66.5,62.5,67,7,1,"male",70
"833",833,"181",66.5,62.5,67,7,2,"male",68
"834",834,"181",66.5,62.5,67,7,3,"female",63.5
"835",835,"181",66.5,62.5,67,7,4,"female",62.5
"836",836,"181",66.5,62.5,67,7,5,"female",62.5
"837",837,"181",66.5,62.5,67,7,6,"female",62.5
"838",838,"181",66.5,62.5,67,7,7,"female",62.5
"839",839,"182",66,61.5,66.21,1,1,"male",70
"840",840,"183",66,60,65.4,4,1,"male",68
"841",841,"183",66,60,65.4,4,2,"male",67
"842",842,"183",66,60,65.4,4,3,"male",65
"843",843,"183",66,60,65.4,4,4,"female",60
"844",844,"184",66,60,65.4,1,1,"male",65
"845",845,"185",66,59,64.86,15,1,"male",68
"846",846,"185",66,59,64.86,15,2,"male",67
"847",847,"185",66,59,64.86,15,3,"male",66.5
"848",848,"185",66,59,64.86,15,4,"male",66
"849",849,"185",66,59,64.86,15,5,"male",65.7
"850",850,"185",66,59,64.86,15,6,"male",65.5
"851",851,"185",66,59,64.86,15,7,"male",65
"852",852,"185",66,59,64.86,15,8,"female",65
"853",853,"185",66,59,64.86,15,9,"female",64
"854",854,"185",66,59,64.86,15,10,"female",63
"855",855,"185",66,59,64.86,15,11,"female",62
"856",856,"185",66,59,64.86,15,12,"female",61
"857",857,"185",66,59,64.86,15,13,"female",60
"858",858,"185",66,59,64.86,15,14,"female",58
"859",859,"185",66,59,64.86,15,15,"female",57
"860",860,"186",65,67,68.68,4,1,"male",66.5
"861",861,"186",65,67,68.68,4,2,"male",66
"862",862,"186",65,67,68.68,4,3,"male",66
"863",863,"186",65,67,68.68,4,4,"female",65
"864",864,"187",65,67,68.68,1,1,"female",63
"865",865,"188",65,66,68.14,4,1,"male",63
"866",866,"188",65,66,68.14,4,2,"female",63
"867",867,"188",65,66,68.14,4,3,"female",63
"868",868,"188",65,66,68.14,4,4,"female",60
"869",869,"189",65,66,68.14,5,1,"male",67
"870",870,"189",65,66,68.14,5,2,"male",66
"871",871,"189",65,66,68.14,5,3,"male",65
"872",872,"189",65,66,68.14,5,4,"female",65
"873",873,"189",65,66,68.14,5,5,"female",61
"874",874,"190",65,65,67.6,9,1,"male",69
"875",875,"190",65,65,67.6,9,2,"male",68
"876",876,"190",65,65,67.6,9,3,"male",68
"877",877,"190",65,65,67.6,9,4,"female",65
"878",878,"190",65,65,67.6,9,5,"female",65
"879",879,"190",65,65,67.6,9,6,"female",62
"880",880,"190",65,65,67.6,9,7,"female",62
"881",881,"190",65,65,67.6,9,8,"female",61
"882",882,"190",65,65,67.6,9,9,"female",59
"883",883,"191",65,65.5,67.87,2,1,"male",70.7
"884",884,"191",65,65.5,67.87,2,2,"female",65.5
"885",885,"192",65,65,67.6,6,1,"male",69.2
"886",886,"192",65,65,67.6,6,2,"male",69
"887",887,"192",65,65,67.6,6,3,"male",68
"888",888,"192",65,65,67.6,6,4,"male",67.7
"889",889,"192",65,65,67.6,6,5,"female",64.5
"890",890,"192",65,65,67.6,6,6,"female",60.5
"891",891,"193",65,64,67.06,6,1,"male",67
"892",892,"193",65,64,67.06,6,2,"male",67
"893",893,"193",65,64,67.06,6,3,"female",64
"894",894,"193",65,64,67.06,6,4,"female",64
"895",895,"193",65,64,67.06,6,5,"female",62.5
"896",896,"193",65,64,67.06,6,6,"female",60.5
"897",897,"194",65,63,66.52,2,1,"male",70
"898",898,"194",65,63,66.52,2,2,"female",63
"899",899,"195",65,63,66.52,3,1,"male",66
"900",900,"195",65,63,66.52,3,2,"male",66
"901",901,"195",65,63,66.52,3,3,"female",63
"902",902,"196",65.5,63,66.77,4,1,"male",71
"903",903,"196",65.5,63,66.77,4,2,"male",71
"904",904,"196",65.5,63,66.77,4,3,"male",69
"905",905,"196",65.5,63,66.77,4,4,"female",63.5
"906",906,"197",65.5,60,65.15,5,1,"male",68
"907",907,"197",65.5,60,65.15,5,2,"male",68
"908",908,"197",65.5,60,65.15,5,3,"male",67
"909",909,"197",65.5,60,65.15,5,4,"male",67
"910",910,"197",65.5,60,65.15,5,5,"female",62
"911",911,"198",64,64,66.56,7,1,"male",71.5
"912",912,"198",64,64,66.56,7,2,"male",68
"913",913,"198",64,64,66.56,7,3,"female",65.5
"914",914,"198",64,64,66.56,7,4,"female",64
"915",915,"198",64,64,66.56,7,5,"female",62
"916",916,"198",64,64,66.56,7,6,"female",62
"917",917,"198",64,64,66.56,7,7,"female",61
"918",918,"199",64,64,66.56,7,1,"male",70.5
"919",919,"199",64,64,66.56,7,2,"male",68
"920",920,"199",64,64,66.56,7,3,"female",67
"921",921,"199",64,64,66.56,7,4,"female",65
"922",922,"199",64,64,66.56,7,5,"female",64
"923",923,"199",64,64,66.56,7,6,"female",64
"924",924,"199",64,64,66.56,7,7,"female",60
"925",925,"200",64,63,66.02,1,1,"male",64.5
"926",926,"201",64,60,64.4,2,1,"male",66
"927",927,"201",64,60,64.4,2,2,"female",60
"928",928,"202",63,63.5,65.79,2,1,"female",68.5
"929",929,"202",63,63.5,65.79,2,2,"female",63.5
"930",930,"203",62,66,66.64,3,1,"male",64
"931",931,"203",62,66,66.64,3,2,"female",62
"932",932,"203",62,66,66.64,3,3,"female",61
"933",933,"204",62.5,63,65.27,2,1,"male",66.5
"934",934,"204",62.5,63,65.27,2,2,"female",57
